user_id,session_id,session_start,session_size,click_article_id,click_timestamp,click_environment,click_deviceGroup,click_os,click_country,click_region,click_referrer_type
0,1506825423271737,1506825423000,2,157541,1506826828020,4,3,20,1,20,2
0,1506825423271737,1506825423000,2,68866,1506826858020,4,3,20,1,20,2
1,1506825426267738,1506825426000,2,235840,1506827017951,4,1,17,1,16,2
1,1506825426267738,1506825426000,2,96663,1506827047951,4,1,17,1,16,2
2,1506825435299739,1506825435000,2,119592,1506827090575,4,1,17,1,24,2
2,1506825435299739,1506825435000,2,30970,1506827120575,4,1,17,1,24,2
3,1506825442704740,1506825442000,2,236065,1506827536942,4,3,2,1,21,1
3,1506825442704740,1506825442000,2,236294,1506827566942,4,3,2,1,21,1
4,1506825528135741,1506825528000,2,48915,1506826927593,4,1,17,1,17,1
4,1506825528135741,1506825528000,2,44488,1506826957593,4,1,17,1,17,1
5,1506825541144742,1506825541000,3,168868,1506826884885,4,1,12,1,25,1
5,1506825541144742,1506825541000,3,207122,1506827097562,4,1,12,1,25,1
5,1506825541144742,1506825541000,3,286413,1506827127562,4,1,12,1,25,1
6,1506825553218743,1506825553000,2,202436,1506826872215,4,3,20,1,21,2
6,1506825553218743,1506825553000,2,288431,1506826902215,4,3,20,1,21,2
7,1506825568239744,1506825568000,2,235840,1506828125628,4,1,17,1,21,2
7,1506825568239744,1506825568000,2,284847,1506828155628,4,1,17,1,21,2
8,1506825573366745,1506825573000,3,332114,1506826999683,4,3,20,1,12,1
8,1506825573366745,1506825573000,3,284847,1506827438642,4,3,20,1,12,1
8,1506825573366745,1506825573000,3,114161,1506827468642,4,3,20,1,12,1
9,1506825599159746,1506825599000,2,284346,1506828088734,4,3,2,1,25,1
9,1506825599159746,1506825599000,2,285412,1506828118734,4,3,2,1,25,1
10,1506825602208747,1506825602000,3,198420,1506826975475,4,1,17,1,18,1
10,1506825602208747,1506825602000,3,198322,1506827046578,4,1,17,1,18,1
10,1506825602208747,1506825602000,3,202436,1506827076578,4,1,17,1,18,1
11,1506825617272748,1506825617000,2,207122,1506827186038,4,3,2,1,16,1
11,1506825617272748,1506825617000,2,119592,1506827216038,4,3,2,1,16,1
12,1506825617293749,1506825617000,3,288431,1506828524266,4,3,20,1,21,2
12,1506825617293749,1506825617000,3,159359,1506828802674,4,3,20,1,21,1
12,1506825617293749,1506825617000,3,119592,1506828832674,4,3,20,1,21,1
13,1506825621205750,1506825621000,2,255575,1506827699931,4,3,20,1,19,1
13,1506825621205750,1506825621000,2,255340,1506827729931,4,3,20,1,19,1
14,1506825636288751,1506825636000,2,96663,1506828786870,4,4,20,1,6,2
14,1506825636288751,1506825636000,2,145166,1506828816870,4,4,20,1,6,2
15,1506825653139752,1506825653000,2,119592,1506827825581,4,4,2,1,25,2
15,1506825653139752,1506825653000,2,108854,1506827855581,4,4,2,1,25,2
16,1506825660149753,1506825660000,7,237620,1506827187721,4,1,17,1,19,1
16,1506825660149753,1506825660000,7,162286,1506858007709,4,1,17,1,19,1
16,1506825660149753,1506825660000,7,157132,1506860972379,4,1,17,1,19,1
16,1506825660149753,1506825660000,7,207122,1506861047752,4,1,17,1,19,1
16,1506825660149753,1506825660000,7,206233,1506861117687,4,1,17,1,19,1
16,1506825660149753,1506825660000,7,256163,1506861183535,4,1,17,1,19,1
16,1506825660149753,1506825660000,7,338351,1506861213535,4,1,17,1,19,1
17,1506825696288754,1506825696000,3,264013,1506826988744,4,1,17,1,25,1
17,1506825696288754,1506825696000,3,157861,1506827326697,4,1,17,1,25,1
17,1506825696288754,1506825696000,3,348103,1506827356697,4,1,17,1,25,1
18,1506825700426755,1506825700000,6,286421,1506827170289,4,1,17,1,24,1
18,1506825700426755,1506825700000,6,286420,1506827538003,4,1,17,1,24,1
18,1506825700426755,1506825700000,6,286414,1506827555965,4,1,17,1,24,1
18,1506825700426755,1506825700000,6,286417,1506827556448,4,1,17,1,24,1
18,1506825700426755,1506825700000,6,286410,1506827592116,4,1,17,1,24,1
18,1506825700426755,1506825700000,6,168868,1506827622116,4,1,17,1,24,1
19,1506825709160756,1506825709000,2,284847,1506826863963,4,3,20,1,16,1
19,1506825709160756,1506825709000,2,119592,1506826893963,4,3,20,1,16,1
20,1506825727279757,1506825727000,2,157541,1506836548634,4,1,17,1,9,1
20,1506825727279757,1506825727000,2,157485,1506836578634,4,1,17,1,9,1
21,1506825728148758,1506825728000,2,313504,1506899506250,4,1,17,1,21,2
21,1506825728148758,1506825728000,2,140720,1506899536250,4,1,17,1,21,2
22,1506825782127759,1506825782000,4,168868,1506826984667,4,3,2,1,21,1
22,1506825782127759,1506825782000,4,119592,1506827178467,4,3,2,1,21,1
22,1506825782127759,1506825782000,4,96663,1506827303377,4,3,2,1,21,1
22,1506825782127759,1506825782000,4,270225,1506827333377,4,3,2,1,21,1
23,1506825787353760,1506825787000,3,272947,1506826962091,4,3,2,1,21,1
23,1506825787353760,1506825787000,3,159359,1506827026691,4,3,2,1,21,1
23,1506825787353760,1506825787000,3,2137,1506827056691,4,3,2,1,21,1
24,1506825812326761,1506825812000,4,162286,1506827029118,4,1,17,1,25,1
24,1506825812326761,1506825812000,4,287174,1506828507322,4,1,17,1,25,5
24,1506825812326761,1506825812000,4,161498,1506829372915,4,1,17,1,25,1
24,1506825812326761,1506825812000,4,69341,1506829402915,4,1,17,1,25,1
25,1506825826220762,1506825826000,2,128289,1506826907840,4,3,2,1,13,1
25,1506825826220762,1506825826000,2,129960,1506826937840,4,3,2,1,13,1
26,1506825860299763,1506825860000,3,119592,1506827084599,4,3,2,1,13,2
26,1506825860299763,1506825860000,3,4658,1506827212936,4,3,2,1,13,1
26,1506825860299763,1506825860000,3,168868,1506827242936,4,3,2,1,13,1
27,1506825868353764,1506825868000,2,108854,1506827155086,4,1,17,1,6,2
27,1506825868353764,1506825868000,2,97600,1506827185086,4,1,17,1,6,2
28,1506825877393765,1506825877000,2,108854,1506827074980,4,3,2,1,8,7
28,1506825877393765,1506825877000,2,61599,1506827104980,4,3,2,1,8,7
29,1506825911153766,1506825911000,2,96663,1506826969028,4,1,17,1,21,2
29,1506825911153766,1506825911000,2,288431,1506826999028,4,1,17,1,21,2
30,1506825913295767,1506825913000,2,96663,1506826854147,4,1,12,1,21,2
30,1506825913295767,1506825913000,2,284847,1506826884147,4,1,12,1,21,2
31,1506825923327768,1506825923000,2,207122,1506868759446,4,1,17,1,7,1
31,1506825923327768,1506825923000,2,338351,1506868789446,4,1,17,1,7,1
32,1506825956252769,1506825956000,3,288431,1506826970641,4,3,2,1,25,2
32,1506825956252769,1506825956000,3,235840,1506827493776,4,3,2,1,25,2
32,1506825956252769,1506825956000,3,351615,1506827523776,4,3,2,1,25,2
33,1506825976358770,1506825976000,2,272947,1506827159828,4,1,17,1,20,1
33,1506825976358770,1506825976000,2,108854,1506827189828,4,1,17,1,20,1
34,1506825996401771,1506825996000,2,202436,1506830870380,4,3,2,11,28,2
34,1506825996401771,1506825996000,2,119592,1506830900380,4,3,2,11,28,2
35,1506825999118772,1506825999000,2,308807,1506826992896,4,3,20,1,25,7
35,1506825999118772,1506825999000,2,106933,1506827022896,4,3,20,1,25,7
36,1506826036259773,1506826036000,2,283908,1506826996543,4,3,2,1,17,2
36,1506826036259773,1506826036000,2,159359,1506827026543,4,3,2,1,17,2
37,1506826038340774,1506826038000,2,284847,1506835611787,4,1,17,1,8,1
37,1506826038340774,1506826038000,2,168701,1506835641787,4,1,17,1,8,1
38,1506826053208775,1506826053000,3,145166,1506826982719,4,1,17,1,25,6
38,1506826053208775,1506826053000,3,283908,1506827378713,4,1,17,1,25,6
38,1506826053208775,1506826053000,3,277681,1506827408713,4,1,17,1,25,6
39,1506826064238776,1506826064000,2,119592,1506827861272,4,3,2,1,16,7
39,1506826064238776,1506826064000,2,284847,1506827891272,4,3,2,1,16,7
40,1506826064131777,1506826064000,2,119592,1506829117468,4,1,12,1,25,1
40,1506826064131777,1506826064000,2,144829,1506829147468,4,1,12,1,25,1
41,1506826103264778,1506826103000,3,286418,1506829207621,4,1,17,1,25,5
41,1506826103264778,1506826103000,3,284845,1506829405134,4,1,17,1,25,1
41,1506826103264778,1506826103000,3,286413,1506829435134,4,1,17,1,25,1
42,1506826126337779,1506826126000,3,145166,1506827020569,4,3,20,1,25,1
42,1506826126337779,1506826126000,3,284346,1506827303406,4,3,20,1,25,1
42,1506826126337779,1506826126000,3,157861,1506827333406,4,3,20,1,25,1
43,1506826132213780,1506826132000,2,145166,1506828717302,4,1,17,1,21,2
43,1506826132213780,1506826132000,2,119592,1506828747302,4,1,17,1,21,2
44,1506826139185781,1506826139000,5,108854,1506857136405,4,1,17,1,12,1
44,1506826139185781,1506826139000,5,72624,1506857162500,4,1,17,1,12,1
44,1506826139185781,1506826139000,5,114161,1506857168330,4,1,17,1,12,1
44,1506826139185781,1506826139000,5,157541,1506857278141,4,1,17,1,12,1
44,1506826139185781,1506826139000,5,119592,1506857308141,4,1,17,1,12,1
45,1506826142324782,1506826142000,2,157541,1506827309970,4,1,17,1,17,1
45,1506826142324782,1506826142000,2,157485,1506827339970,4,1,17,1,17,1
46,1506826144339783,1506826144000,2,207122,1506828107585,4,1,17,1,24,1
46,1506826144339783,1506826144000,2,207129,1506828137585,4,1,17,1,24,1
47,1506826146134784,1506826146000,2,300537,1506826874701,4,3,20,1,25,1
47,1506826146134784,1506826146000,2,96663,1506826904701,4,3,20,1,25,1
48,1506826150213785,1506826150000,2,119592,1506827984010,4,1,17,1,20,2
48,1506826150213785,1506826150000,2,272947,1506828014010,4,1,17,1,20,2
49,1506826151147786,1506826151000,2,283904,1506826998320,4,3,2,1,25,1
49,1506826151147786,1506826151000,2,331293,1506827028320,4,3,2,1,25,1
50,1506826204226787,1506826204000,2,96663,1506827536127,4,1,17,1,25,2
50,1506826204226787,1506826204000,2,284847,1506827566127,4,1,17,1,25,2
51,1506826213422788,1506826213000,2,284847,1506828437879,4,3,2,1,25,2
51,1506826213422788,1506826213000,2,288431,1506828467879,4,3,2,1,25,2
52,1506826213210789,1506826213000,2,160474,1506857267644,4,1,17,1,5,2
52,1506826213210789,1506826213000,2,207122,1506857297644,4,1,17,1,5,2
53,1506826240211790,1506826240000,3,284847,1506827387334,4,3,20,1,21,1
53,1506826240211790,1506826240000,3,236682,1506827557542,4,3,20,1,21,1
53,1506826240211790,1506826240000,3,119592,1506827587542,4,3,20,1,21,1
54,1506826244355791,1506826244000,2,119592,1506827033451,4,3,2,1,5,2
54,1506826244355791,1506826244000,2,32608,1506827063451,4,3,2,1,5,2
55,1506826259314792,1506826259000,2,161927,1506827210427,4,1,13,1,4,5
55,1506826259314792,1506826259000,2,207122,1506827240427,4,1,13,1,4,5
56,1506826269338793,1506826269000,3,288431,1506827317863,4,1,17,1,8,2
56,1506826269338793,1506826269000,3,97600,1506827712279,4,1,17,1,8,1
56,1506826269338793,1506826269000,3,119592,1506827742279,4,1,17,1,8,1
57,1506826282355794,1506826282000,2,119592,1506827719891,2,4,2,1,25,1
57,1506826282355794,1506826282000,2,108854,1506827749891,2,4,2,1,25,1
58,1506826319383795,1506826319000,2,119592,1506826862576,4,3,2,1,21,1
58,1506826319383795,1506826319000,2,168701,1506826892576,4,3,2,1,21,1
59,1506826329267796,1506826329000,2,234853,1506826800026,4,3,2,1,21,1
59,1506826329267796,1506826329000,2,234995,1506826830026,4,3,2,1,21,1
60,1506826334134797,1506826334000,3,168868,1506826946815,4,4,20,1,26,1
60,1506826334134797,1506826334000,3,106886,1506827057289,4,4,20,1,26,1
60,1506826334134797,1506826334000,3,78346,1506827087289,4,4,20,1,26,1
61,1506826358370798,1506826358000,2,284847,1506827493624,4,1,17,1,25,2
61,1506826358370798,1506826358000,2,288431,1506827523624,4,1,17,1,25,2
62,1506826370156799,1506826370000,2,209723,1506826936537,4,1,17,1,21,1
62,1506826370156799,1506826370000,2,251735,1506826966537,4,1,17,1,21,1
63,1506826373294800,1506826373000,2,284847,1506827113606,4,4,20,1,25,2
63,1506826373294800,1506826373000,2,108854,1506827143606,4,4,20,1,25,2
64,1506826382352801,1506826382000,16,119592,1506826989603,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,236294,1506827034225,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,235840,1506827106551,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,235325,1506827361945,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,293182,1506830113238,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,292980,1506830231928,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,293264,1506830318192,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,168868,1506830772373,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,293285,1506844012761,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,157132,1506844136203,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,4243,1506844296864,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,68866,1506844395842,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,331813,1506844531760,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,158964,1506845853180,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,30970,1506846372669,4,1,17,1,25,1
64,1506826382352801,1506826382000,16,234853,1506846402669,4,1,17,1,25,1
65,1506826383407802,1506826383000,2,68866,1506828643168,4,3,20,1,15,1
65,1506826383407802,1506826383000,2,156718,1506828673168,4,3,20,1,15,1
66,1506826385396803,1506826385000,2,205897,1506827305939,4,3,2,1,25,1
66,1506826385396803,1506826385000,2,166552,1506827335939,4,3,2,1,25,1
67,1506826394155804,1506826394000,2,207122,1506827873588,4,1,17,1,16,1
67,1506826394155804,1506826394000,2,110687,1506827903588,4,1,17,1,16,1
68,1506826396181805,1506826396000,5,272660,1506900386082,4,1,17,1,20,2
68,1506826396181805,1506826396000,5,313504,1506900631121,4,1,17,1,20,2
68,1506826396181805,1506826396000,5,59758,1506900753364,4,1,17,1,20,2
68,1506826396181805,1506826396000,5,175040,1506998124157,4,1,17,1,20,2
68,1506826396181805,1506826396000,5,199198,1506998154157,4,1,17,1,20,2
69,1506826396322806,1506826396000,2,119592,1506828107702,4,3,2,1,24,2
69,1506826396322806,1506826396000,2,217852,1506828137702,4,3,2,1,24,2
70,1506826416120807,1506826416000,3,119592,1506826818863,4,3,2,1,13,2
70,1506826416120807,1506826416000,3,144829,1506826850550,4,3,2,1,13,1
70,1506826416120807,1506826416000,3,136590,1506826880550,4,3,2,1,13,1
71,1506826433150808,1506826433000,2,119592,1506826973822,4,3,20,1,9,2
71,1506826433150808,1506826433000,2,168701,1506827003822,4,3,20,1,9,2
72,1506826442379809,1506826442000,2,270847,1506827317907,4,1,17,1,20,1
72,1506826442379809,1506826442000,2,270850,1506827347907,4,1,17,1,20,1
73,1506826444147810,1506826444000,3,145119,1506827252291,4,1,17,1,6,1
73,1506826444147810,1506826444000,3,144938,1506827297415,4,1,17,1,6,1
73,1506826444147810,1506826444000,3,237620,1506827327415,4,1,17,1,6,1
74,1506826451174811,1506826451000,2,205859,1506827759121,4,1,17,1,25,1
74,1506826451174811,1506826451000,2,119592,1506827789121,4,1,17,1,25,1
75,1506826456277812,1506826456000,2,251222,1506826855555,4,3,2,1,21,1
75,1506826456277812,1506826456000,2,251735,1506826885555,4,3,2,1,21,1
76,1506826463226813,1506826463000,2,157541,1506828823469,4,3,2,1,21,1
76,1506826463226813,1506826463000,2,284845,1506828853469,4,3,2,1,21,1
77,1506826465366814,1506826465000,2,288431,1506829034165,4,1,17,1,25,2
77,1506826465366814,1506826465000,2,210017,1506829064165,4,1,17,1,25,2
78,1506826479281815,1506826479000,3,108854,1506827289827,4,3,20,1,25,1
78,1506826479281815,1506826479000,3,207122,1506827628386,4,3,20,1,25,1
78,1506826479281815,1506826479000,3,106799,1506827658386,4,3,20,1,25,1
79,1506826486139816,1506826486000,2,159359,1506826801702,4,3,2,1,13,1
79,1506826486139816,1506826486000,2,205897,1506826831702,4,3,2,1,13,1
80,1506826489320817,1506826489000,2,190703,1506827059132,4,3,20,1,17,1
80,1506826489320817,1506826489000,2,119592,1506827089132,4,3,20,1,17,1
81,1506826491101818,1506826491000,2,157541,1506829651734,4,1,17,1,21,1
81,1506826491101818,1506826491000,2,159944,1506829681734,4,1,17,1,21,1
82,1506826494555819,1506826494000,2,108854,1506827106518,4,1,17,1,5,2
82,1506826494555819,1506826494000,2,119592,1506827136518,4,1,17,1,5,2
83,1506826503422820,1506826503000,2,271216,1506827443620,4,3,2,1,21,7
83,1506826503422820,1506826503000,2,29882,1506827473620,4,3,2,1,21,7
84,1506826510285821,1506826510000,3,235840,1506827276596,4,1,17,1,25,2
84,1506826510285821,1506826510000,3,198322,1506827357255,4,1,17,1,25,1
84,1506826510285821,1506826510000,3,198420,1506827387255,4,1,17,1,25,1
85,1506826516245822,1506826516000,2,7947,1506826901893,4,1,12,1,21,1
85,1506826516245822,1506826516000,2,119592,1506826931893,4,1,12,1,21,1
86,1506826519142823,1506826519000,2,106984,1506827761828,4,3,2,1,25,1
86,1506826519142823,1506826519000,2,157077,1506827791828,4,3,2,1,25,1
87,1506826521783824,1506826521000,3,202436,1506827562043,4,3,2,1,25,2
87,1506826521783824,1506826521000,3,235840,1506828245982,4,3,2,1,25,2
87,1506826521783824,1506826521000,3,96663,1506828275982,4,3,2,1,25,2
88,1506826523168825,1506826523000,3,145166,1506827008839,4,3,2,1,25,2
88,1506826523168825,1506826523000,3,284845,1506827220994,4,3,2,1,25,1
88,1506826523168825,1506826523000,3,308807,1506827250994,4,3,2,1,25,1
89,1506826525406826,1506826525000,3,288431,1506826869153,4,3,20,1,25,2
89,1506826525406826,1506826525000,3,284847,1506826951333,4,3,20,1,25,2
89,1506826525406826,1506826525000,3,96663,1506826981333,4,3,20,1,25,2
90,1506826525212827,1506826525000,2,145166,1506826901234,4,1,17,1,12,2
90,1506826525212827,1506826525000,2,288431,1506826931234,4,1,17,1,12,2
91,1506826532111828,1506826532000,2,119592,1506827684721,4,3,2,1,21,2
91,1506826532111828,1506826532000,2,332114,1506827714721,4,3,2,1,21,2
92,1506826540288829,1506826540000,2,119592,1506827573720,4,3,20,1,24,2
92,1506826540288829,1506826540000,2,209723,1506827603720,4,3,20,1,24,2
93,1506826540375830,1506826540000,3,108854,1506826934218,4,3,20,1,8,2
93,1506826540375830,1506826540000,3,235840,1506827168181,4,3,20,1,8,1
93,1506826540375830,1506826540000,3,119592,1506827198181,4,3,20,1,8,1
94,1506826542322831,1506826542000,7,277681,1506827413421,4,3,2,1,21,1
94,1506826542322831,1506826542000,7,59782,1506827514897,4,3,2,1,21,1
94,1506826542322831,1506826542000,7,168868,1506827545474,4,3,2,1,21,1
94,1506826542322831,1506826542000,7,207122,1506828112833,4,3,2,1,21,1
94,1506826542322831,1506826542000,7,68866,1506828908637,4,3,2,1,21,1
94,1506826542322831,1506826542000,7,236294,1506829132743,4,3,2,1,21,1
94,1506826542322831,1506826542000,7,119592,1506829162743,4,3,2,1,21,1
95,1506826564405832,1506826564000,2,119592,1506829451095,4,3,2,11,28,2
95,1506826564405832,1506826564000,2,284845,1506829481095,4,3,2,11,28,2
96,1506826575357833,1506826575000,2,145166,1506827073011,4,1,17,1,25,2
96,1506826575357833,1506826575000,2,284847,1506827103011,4,1,17,1,25,2
97,1506826585202834,1506826585000,2,207122,1506827708009,4,3,2,1,21,1
97,1506826585202834,1506826585000,2,205897,1506827738009,4,3,2,1,21,1
98,1506826586405835,1506826586000,3,312545,1506826885243,4,3,2,1,21,1
98,1506826586405835,1506826586000,3,159359,1506827028195,4,3,2,1,21,1
98,1506826586405835,1506826586000,3,284847,1506827058195,4,3,2,1,21,1
99,1506826589272836,1506826589000,2,96663,1506826963370,4,3,2,1,25,2
99,1506826589272836,1506826589000,2,284847,1506826993370,4,3,2,1,25,2
100,1506826597228837,1506826597000,4,332114,1506826864571,4,3,2,1,25,1
100,1506826597228837,1506826597000,4,331293,1506827000456,4,3,2,1,25,1
100,1506826597228837,1506826597000,4,331225,1506827073269,4,3,2,1,25,1
100,1506826597228837,1506826597000,4,108854,1506827103269,4,3,2,1,25,1
101,1506826597238838,1506826597000,2,236682,1506827177174,4,3,2,1,21,1
101,1506826597238838,1506826597000,2,145166,1506827207174,4,3,2,1,21,1
102,1506826599396839,1506826599000,8,96663,1506826875349,4,3,2,1,8,7
102,1506826599396839,1506826599000,8,284845,1506826983443,4,3,2,1,8,1
102,1506826599396839,1506826599000,8,119592,1506827215907,4,3,2,1,8,1
102,1506826599396839,1506826599000,8,284847,1506827424098,4,3,2,1,8,1
102,1506826599396839,1506826599000,8,285412,1506827471143,4,3,2,1,8,7
102,1506826599396839,1506826599000,8,363291,1506827559872,4,3,2,1,8,1
102,1506826599396839,1506826599000,8,361700,1506827701852,4,3,2,1,8,7
102,1506826599396839,1506826599000,8,207122,1506827731852,4,3,2,1,8,7
103,1506826608289840,1506826608000,2,293182,1506828218672,4,1,17,1,25,1
103,1506826608289840,1506826608000,2,292980,1506828248672,4,1,17,1,25,1
104,1506826610425841,1506826610000,2,205897,1506826850126,4,3,2,1,5,1
104,1506826610425841,1506826610000,2,119592,1506826880126,4,3,2,1,5,1
105,1506826611285842,1506826611000,2,108854,1506827436318,4,3,2,1,11,1
105,1506826611285842,1506826611000,2,119592,1506827466318,4,3,2,1,11,1
106,1506826611229843,1506826611000,3,108854,1506827052106,4,4,20,1,21,2
106,1506826611229843,1506826611000,3,284847,1506827138838,4,4,20,1,21,2
106,1506826611229843,1506826611000,3,168868,1506827168838,4,4,20,1,21,2
107,1506826613117844,1506826613000,2,96663,1506827136449,4,1,17,1,25,2
107,1506826613117844,1506826613000,2,288431,1506827166449,4,1,17,1,25,2
108,1506826615132845,1506826615000,2,68866,1506829299653,4,1,17,1,25,2
108,1506826615132845,1506826615000,2,108854,1506829329653,4,1,17,1,25,2
109,1506826616787846,1506826616000,3,284847,1506826954916,2,3,20,1,21,2
109,1506826616787846,1506826616000,3,288431,1506827049791,2,3,20,1,21,2
109,1506826616787846,1506826616000,3,96663,1506827079791,2,3,20,1,21,2
110,1506826617371847,1506826617000,4,237620,1506827158650,4,3,2,1,20,1
110,1506826617371847,1506826617000,4,106819,1506827255782,4,3,2,1,20,1
110,1506826617371847,1506826617000,4,293264,1506827729989,4,3,2,1,20,1
110,1506826617371847,1506826617000,4,119592,1506827759989,4,3,2,1,20,1
111,1506826621773848,1506826621000,2,202436,1506826814140,4,3,2,1,9,7
111,1506826621773848,1506826621000,2,96663,1506826844140,4,3,2,1,9,7
112,1506826624106849,1506826624000,3,207374,1506868229979,4,1,17,1,16,1
112,1506826624106849,1506826624000,3,195586,1506868242776,4,1,17,1,16,1
112,1506826624106849,1506826624000,3,72618,1506868272776,4,1,17,1,16,1
113,1506826628167850,1506826628000,3,284847,1506828881768,4,3,2,1,25,1
113,1506826628167850,1506826628000,3,157077,1506828925368,4,3,2,1,25,1
113,1506826628167850,1506826628000,3,156025,1506828955368,4,3,2,1,25,1
114,1506826628226851,1506826628000,2,288431,1506826833968,4,1,17,1,10,2
114,1506826628226851,1506826628000,2,119592,1506826863968,4,1,17,1,10,2
115,1506826629113852,1506826629000,3,236294,1506827130031,4,3,2,1,25,1
115,1506826629113852,1506826629000,3,119592,1506827241566,4,3,2,1,25,1
115,1506826629113852,1506826629000,3,284847,1506827271566,4,3,2,1,25,1
116,1506826630545853,1506826630000,2,235840,1506826908157,4,3,2,1,12,2
116,1506826630545853,1506826630000,2,96663,1506826938157,4,3,2,1,12,2
117,1506826635461854,1506826635000,2,237620,1506827695393,4,1,12,1,25,5
117,1506826635461854,1506826635000,2,162286,1506827725393,4,1,12,1,25,5
118,1506826638144855,1506826638000,2,96663,1506826902422,4,3,20,1,20,2
118,1506826638144855,1506826638000,2,288431,1506826932422,4,3,20,1,20,2
119,1506826645291856,1506826645000,2,108854,1506826835251,4,1,12,1,9,2
119,1506826645291856,1506826645000,2,68866,1506826865251,4,1,12,1,9,2
120,1506826651116857,1506826651000,2,284847,1506826942029,4,3,2,1,25,2
120,1506826651116857,1506826651000,2,288431,1506826972029,4,3,2,1,25,2
